v1,cleaned_text,length,label
ham,jane babes goin wrk feel ill lst nite foned already cover chuck,12,0
ham,nightswe nt staying port step liaotoo ex,7,0
ham,die want u stuffs,4,0
ham,oh fuck juswoke bed boatin docks slept wid year old spinout giv u da gossip lr xxx,17,0
ham,smile pleasure smile pain smile trouble pours like rain smile sum hurts u smile becoz someone still loves see u smiling,21,0
ham,prabhaim sorydarealyfrm heart im sory,5,0
ham,remet alex nichols middle school turns hes dealing,8,0
spam,private account statement fone shows unredeemed points call identifier code expires,11,1
ham,means u could keep ur words,6,0
ham,nope im still market,4,0
ham,realise busy guy im trying bother get exams outta way try cars gr day,14,0
spam,chosen receive award pls call claim number collect award selected receive valued mobile customer,14,1
ham,hey project started aha da,5,0
ham,ok cool see ya,4,0
ham,uworld site buying qbank buying self assessment also,8,0
ham,opinion jada kusruthi lovable silent spl character matured stylish simple pls reply,12,0
spam,someonone know trying contact via dating service find could call mobile landline boxskch,13,1
ham,yeah still give ride,4,0
ham,jay wants work first hows sound,6,0
ham,gud gudk chikku tke care sleep well gud nyt,9,0
ham,part checking iq,3,0
ham,hmm thinking lor,3,0
ham,course dont tease know simply must see grins keep posted prey loving smile devouring kiss,15,0
ham,thanks temales wonderful thank great week,6,0
ham,thank princess want see nice juicy booty,7,0
ham,havent eaten day im sitting staring juicy pizza cant eat meds ruining life,13,0
ham,gud ni dearslp welltake careswt dreamsmuah,6,0
ham,u come n search tat vidnot finishd,7,0
ham,k im leaving soon little,5,0
spam,urgent please call landline cash holiday await collection cs sae po box mxy,13,1
ham,yeah work fine started last week stuff dull easy guys fun,11,0
ham,studies alone without anyones help cant need study,8,0
ham,please tell car keys purse,5,0
ham,didnt get anything da,4,0
ham,ok sweet dreams,3,0
ham,well shes big surprise,4,0
ham,usualiam fine happy amp well,5,0
ham,cbe chennai,2,0
ham,help u swoop picking u wherever ur birds r meeting u want,12,0
ham,anyone calls treadmill say youll buy make sure working found ad craigslist selling ltgt,14,0
ham,absolutely love south park recently started watching office,8,0
ham,see film,2,0
ham,pls speak wont ask anything friendship,6,0
ham,storming msg wen u lift phne u say hello u knw wt real meaning hello name girl yes u knw dat girl margaret hello girlfrnd f grahmbell invnted telphone moralone get name person,33,0
ham,gud niswt drmstake care,4,0
ham,hi darlin kate u doin somethin tonight im going pub called swan something parents one drink phone u,18,0
ham,anything lar going home dinner,5,0
ham,er,1,0
spam,dont prize go another customer tc wwwtcbiz pmin polo ltd suite london wj hl please call back busy,18,1
ham,u fix teethif asapok take care,6,0
ham,u wan come dinner tonight,5,0
ham,hellohow u doingwhat u u b moving flat cos need arrange pick lamp etc take care hello caroline,18,0
ham,latebut kwish,2,0
ham,hi hope ur day good back walk table booked half eight let know ur coming,15,0
ham,oh yeah clearly fault,4,0
ham,dunno leh cant remember mayb lor wat time r meeting tmr,11,0
ham,best msg hard person u know one step foward make u fall love amp one step back ruin ur friendship good night,22,0
spam,urgent mobile number awarded prize guaranteed call land line claim valid hrs ppm,13,1
ham,helloooo wake sweet morning welcomes enjoy day full joy gud mrng,11,0
ham,vikky come around lttimegt,4,0
ham,princess,1,0
ham,gone get info bt dont know,6,0
ham,yeah probably,2,0
ham,sent ur email id soon,5,0
spam,urgent week free membership prize jackpot txt word claim tc wwwdbuknet lccltd pobox ldnwarw,14,1
ham,im still pretty weak today bad day,7,0
ham,hey dont forget mine possession property mmm childish smile,9,0
ham,excellent thought misundrstud frnd knw u hate bt day wen ull knw truth ull hate urself gn,17,0
ham,hey congrats u id luv ive go home,8,0
ham,dear call,2,0
ham,xy trying smth u eat already havent,7,0
spam,urgent please call landline cash luxury canary islands holiday await collection tcs sae po box mxy ppm,17,1
ham,donno genes something,3,0
spam,xmas iscoming ur awarded either cd gift vouchers free entry r weekly draw txt music tnc wwwldewcomwinppmxagesubscription,17,1
ham,alex says hes ok ok,5,0
ham,u coming funeral home,4,0
ham,darling sister whens school resuming minimum wait period reapply take care,11,0
ham,ill hand phone chat wit u,6,0
ham,well good morning mr hows london treatin ya treacle,9,0
ham,cant make tonight,3,0
ham,time come tomorrow,3,0
ham,ltgt bucks banks fees fixed better call bank find,9,0
ham,tell quite long cos havent finish film yet,8,0
ham,pls ask macho much budget bb bold cos saw new one ltgt dollars,13,0
ham,hi missed call mumhas beendropping red wine theplace adress,9,0
ham,ill mins look,3,0
ham,leave,1,0
ham,im coming back thursday yay gonna ok get money cheers oh yeah everything alright hows school call work,18,0
ham,jolly good way give u tickets sat eve speak x,10,0
ham,yeah thats thinking,3,0
ham,kkim going tirunelvali week see uncle already spend amount taking dress want moneyi give feb,15,0
ham,got ur favorite oyster n got favorite sashimi ok lar dun say already wait ur stomach start rumbling,18,0
ham,sister going earn da,4,0
spam,get official england poly ringtone colour flag yer mobile tonights game text tone flag optout txt eng stop box wwx,20,1
ham,hahahause brain dear,3,0
ham,jus finish watching tv u,5,0
ham,k fyi im back parents place south tampa might need deal somewhere else,13,0
ham,good morning love go sleep wish great day full feeling better opportunity last thought babe love kiss,17,0
ham,kothi print marandratha,3,0
ham,havent got da topic yet rite,6,0
ham,ok problem yup im going sch rem correctly,8,0
ham,thanks ill keep mind,4,0
ham,aah bless hows arm,4,0
ham,dear sirsalam alaikkumpride pleasure meeting today tea shopwe pleased send contact number qatarrakhesh indianpls save numberrespectful regards,17,0
ham,gal n boy walking park galcan hold ur hand boyy u think would run away galno jst wana c feels walking heaven princegn,23,0
ham,makes happy,2,0
ham,wishing wonderful week,3,0
ham,sweet heart,2,0
ham,sir waiting letter,3,0
ham,dude im longer pisces im aquarius,6,0
ham,x course yrs messages messenger lik r sending,8,0
ham,think steyn surely get one wicket,6,0
ham,neither sterm voice im studying fine sure thing resolved tho anyway fab hols,13,0
ham,garbage bags eggs jam bread hannaford wheat chex,8,0
ham,pride im almost ltgt years old shouldnt takin money kid youre supposed deal stuff grownup stuffwhy dont tell,18,0
ham,sounds better evening im costume im sure time finish tomorrow txt end,12,0
ham,birthday feb ltgt da,4,0
ham,wanna gym,2,0
ham,youd like wouldnt jerk,4,0
ham,u awake snow,3,0
ham,course make stink,3,0
spam,u r subscribed textcomp wkly comp st wks free question follows subsequent wks chargedpmsg unsubscribe txt stop custcare,18,1
ham,go openings room til thanksgiving without upcharge,7,0
ham,guys planning coming,3,0
ham,wat,1,0
ham,parents kidz friends n colleagues screaming surprise waiting sofa naked,10,0
ham,sir thats hr trip bus last week another audition next wednesday think might drive time,15,0
ham,thought put back box,4,0
ham,im home,2,0
ham,one interested may business plan,5,0
ham,yup paragon havent decided whether cut yet hee,8,0
ham,good morning princess great day,5,0
ham,guai shd haf seen hes naughty free today go jogging,10,0
ham,aiyo cos sms neva reply wait reply lar tot havent finish ur lab wat,14,0
ham,living simple loving also simple laughing simple winning tooo simple simple difficult,12,0
ham,tell something thats okay,4,0
ham,ok,1,0
ham,hmm shall bring bottle wine keep us amused joking ill still bring bottle red white see tomorrow,17,0
ham,ur face test ltgt select number tell ur face astrology waiting quick reply,13,0
ham,hey iouri gave number im wylie ryans friend,8,0
ham,yep get program youre slacking,5,0
ham,im inside officestill filling formsdon know leave,7,0
ham,think mentor percent sure,4,0
spam,call send girls erotic ecstacy pmin stop texts call nat rate,11,1
spam,camera awarded sipix digital camera call fromm landline delivery within days,11,1
spam,xmas reward waiting computer randomly picked loyal mobile customers receive reward call,12,1
ham,trying figure im suppose see couple different people week said wed get together didnt set dates,16,0
spam,important message final contact attempt important messages waiting customer claims dept expires call,13,1
ham,hi mom might back later ltgt,6,0
spam,datingi two started sent text talk sport radio last week connection think coincidence,13,1
ham,lol oh got friend dog,5,0
ham,ok problem u frm wats matter,6,0
ham,k ill head mins see,5,0
ham,u konw waht rael friendship im gving yuo exmpel jsut ese tihs msg evrey splleing tihs msg wrnog bt sitll yuo raed wihtuot ayn mitsake goodnight amp nice sleepsweet dreams,30,0
ham,cant pick phone right pls send message,7,0
ham,dont want leave im barely stay sane fighting constantly isnt helping,11,0
spam,current leading bid pause auction send customer care,8,1
spam,free entry grprizes wkly comp chance win latest nokia psp cash every wktxt great httpwwwgrprizescom,15,1
ham,somebody set website play hold em using eve online spacebucks,10,0
ham,sunny california weathers cool,4,0
spam,new message call,3,1
ham,make squeezed ltgt bucks dad,5,0
ham,good day toopray meremove teeth painful maintaining stuff,8,0
ham,babes hope ok shit nights sleep fell asleep im knackered im dreading work tonight thou upto tonight x,18,0
ham,friends help us problems give stupid suggestion lands us another problem helps us forgt previous problem,16,0
ham,im work please call,4,0
ham,gentle baby soon taking ltgt inches deep inside tight pussy,10,0
ham,much fights good nite,4,0
ham,okok okthenwhats ur todays plan,5,0
ham,nt joking seriously told,4,0
ham,watching ajith film ah,4,0
ham,ooooooh forgot tell u get yoville phone,7,0
ham,done handed dont know mega shop asda counts celebration thats im,11,0
ham,dont know exactly could ask chechi,6,0
ham,dunno lei shd b driving lor cos go sch hr oni,11,0
ham,want custom officer discount oh,5,0
ham,thats necessarily respectful,3,0
ham,hi hope good day better night,6,0
ham,hes apparently bffs carly quick,5,0
ham,hard true much show amp express love someonethat much hurt leave get seperatedud evening,14,0
ham,babes think got ur brolly left english wil bring mrw u luv franxx,13,0
ham,hi babe thanks coming even though didnt go welli wanted bed hope see soon love kisses xxx,17,0
ham,gd got free ice cream oso wan,7,0
ham,pls give prometazine syrup mls ltgt mins later feed,9,0
ham,many days since,3,0
ham,dear angry busy dear,4,0
ham,yup msg tat yijue tot group mate cos meeting today mah im askin leaving earlier wat mah cos mayb haf walk v far,23,0
ham,pub,1,0
ham,first time everything,3,0
ham,daddy shu shu looking u u wan tell ure singapore wat,11,0
ham,ask u meeting da ge tmr nite,7,0
ham,gr handle victoria island traffic plus whens album due,9,0
ham,nite nite pocay wocay luv u n e thing eva promise ring u morrowxxxx,14,0
ham,east coast,2,0
ham,get chicken broth want ramen unless theres dont know,9,0
ham,slave want take pictures today bright light cell phone bright light,11,0
ham,nope forgot show next week,5,0
ham,really hows masters,3,0
ham,im bruce amp fowler im moms car cant park long story,11,0
ham,dont know oh hopefully month,5,0
ham,hi elaine todays meeting confirmed,5,0
ham,ok ksry knw sivatats askd,5,0
ham,sorry ill call later,4,0
ham,u horrible gal u knew dat going wif yest n u still come n ask,15,0
ham,otherwise part time job natuition,5,0
ham,oh yeah diet flew window,5,0
spam,santa calling would little ones like call santa xmas eve call book time,13,1
ham,didnt complete gist oh,4,0
ham,er yeah b sorry tell pubcafe sit come wen u,10,0
ham,make time tonight whenever cool text whenever youre around,9,0
ham,wasnt paying attention,3,0
ham,thanx lot ur help,4,0
ham,youre gonna way specific,4,0
ham,jesus armand really trying tell everybody find,7,0
ham,im wif buying tix lar,5,0
ham,mode men left,3,0
ham,slow using biolas fne,4,0
