v1,cleaned_text,length
ham,laid airtel line rest,4
ham,hi u decide wot get bday ill prob jus get voucher frm virgin sumfing,14
spam,freemsg txt call claim reward hours talk time use phone subscribegbpmnth inc hrs stoptxtstop,14
ham,hey j r u feeling better,6
ham,dont plan staying night prolly wont back til late,9
ham,thanx puttin da fone,4
ham,need th im campus atm could pick hour two,9
ham,oh haha den shld went today gee nvm la kaiez dun mind goin jazz oso scared hiphop open cant catch,20
ham,running managed minutes needed oxygen might resort roller option,9
ham,live next ltgt mins,4
ham,de asking like,3
ham,glad talking,2
ham,wat time finish,3
ham,sorry da gone mad many pending works,7
ham,much got cleaning,3
ham,hows favourite person today r u workin hard couldnt sleep last nite nearly rang u,15
spam,sunshine quiz win super sony dvd recorder canname capital australia text mquiz b,13
ham,called dad oredi,3
ham,good think could send pix would love see top bottom,10
ham,nvm im going wear sport shoes anyway im going late leh,11
ham,sorry ill call later meeting,5
ham,long fuckin showr,3
ham,received understood n acted upon,5
ham,finally came fix ceiling,4
ham,u need presnts always bcz u cant mis love jeevithathile irulinae neekunna prakasamanu sneham prakasam ennal prabha mns prabha islove got dont mis,23
ham,jus finish blowing hair u finish dinner already,8
ham,im bus love,3
ham,lol knew saw dollar store,5
spam,please call customer service representative ampm guaranteed cash prize,9
spam,todays voda numbers ending selected receive reward match please call quoting claim code standard rates apply,16
ham,saturday sunday holiday difficult,4
ham,everybody fun evening miss,4
ham,got hella gas money want go grand nature adventure galileo little bit,12
ham,im meeting call later,4
ham,oh wow thats gay firmware update help,7
ham,wont move morphine,3
ham,come din c yup cut hair,6
ham,k k pa lunch aha,5
ham,oh ho first time u use type words,8
ham,captain vijaykanth comedy captain tvhe drunken,6
ham,course guess gods got hold right,6
ham,hide anythiing keeping distance,4
ham,havent,1
spam,ripped get mobile content wwwclubmobycom call polytruepixringtonesgames six downloads,9
ham,sorry din lock keypad,4
ham,u got persons story,4
ham,planning come chennai,3
spam,tried contact reply offer video phone anytime network mins half price line rental camcorder reply call,16
ham,god created gap btwn ur fingers dat sum vry special fill gaps holding ur hands plz dont ask created much gap legs,22
ham,okay going sleep later,4
ham,please protect ethreats sib never asks sensitive information like passwordsatmsms pin thru email never share password anybody,17
ham,finally happened aftr decades beer cheaper petrol goverment expects us drink dont drive,13
spam,xmas reward waiting computer randomly picked loyal mobile customers receive reward call,12
ham,r e meeting tmr,4
ham,lol yes add spice day,5
ham,hope great day,3
ham,prasanth ettans mother passed away last night pray family,9
ham,k ill work something,4
spam,private account statement shows unredeemed points call identifier code expires,10
ham,message great doctor india drink appy fizz contains cancer causing age,11
ham,cant pick phone right pls send message,7
ham,call tell infront call,4
ham,ok prob,2
ham,ladies first genus second k,5
ham,yes please swimming,3
ham,mum going robinson already,4
ham,ok set let u noe e details later,8
ham,nottel software name,3
ham,send print outs da,4
ham,im realy soz imat mums nite moro,7
ham,born god said oh another idiot born,7
ham,didnt get ur full msgsometext missing send,7
ham,probably im almost gas get cash tomorrow,7
spam,customer service announcement recently tried make delivery unable please call reschedule ref,12
ham,forgot ask smth theres card da present lei want write smth sign,12
ham,im leaving house,3
spam,hi babe chloe r u smashed saturday night great weekend u missing sp visionsmscom text stop stop ptext,18
ham,ready call,2
ham,wewa iriver mb,3
ham,good thing im getting connection bw,6
ham,sry dajst nw came home,5
ham,thats cool hell night lemme know youre around,8
ham,staying town,2
ham,haha yeah oz kind shitload,5
ham,ok u take shopping u get paid,7
ham,life means lot love life love people life world calls friends call world ge,14
ham,alright well bring see like ltgt mins,7
ham,pls dont play others life,5
ham,eatin lunch,2
ham,hmmmbut give one day,4
ham,didnt try g decided head,5
ham,ok prob,2
ham,surly ill give coming review,5
ham,march ending ready call sure problem capital never complete far hows work ladies,13
ham,tessypls favor pls convey birthday wishes nimyapls dnt forget today birthday shijas,12
ham,pls give food preferably pap slowly loads sugar take hour give water slowly,13
spam,urgent mobile awarded bonus caller prize nd attempt contact call boxqu,11
ham,guy gets used dumb realize,5
ham,okey dokey ill bit sorting stuff,6
ham,dawhats plan,2
ham,yes fine,2
spam,win winner mr foley ipod exciting prizes soon keep eye ur mobile visit wwwwincouk,14
ham,liked new mobile,3
ham,anytime,1
ham,mmmmmmm snuggles deep contented sigh whispers fucking love much barely stand,11
ham,yar say got error,4
ham,hey anyway,2
ham,wow healthy old airport rd lor cant thk anything else ill b bathing dog later,15
ham,wif family booking tour package,5
ham,say bold torch later one torch bold,7
ham,haha awesome might need take doin tonight,7
ham,ya knw u vl givits ok thanks kanoanyway enjoy wit ur family wit st salary,15
ham,huh slow tot u reach long ago liao u days leh,11
ham,thats cool princess cover face hot sticky cum,8
ham,big brothers really scraped barrel shower social misfits,8
ham,oops thk dun haf enuff go check tell,8
ham,min go lunch,3
ham,hey happened u switch ur cell whole day isnt good u care give call tomorrow,15
ham,k addie amp art ill get home,7
ham,uncles atlanta wish guys great semester,6
ham,aiyo lesson early im still sleepin haha okie u go home liao den confirm w lor,16
ham,forgot tell smth like number sections clearer,7
ham,yup anything lor u dun wan ok,7
ham,im home love still awake loving kiss,7
ham,hello peach cake tasts lush,5
spam,free game get rayman golf free games arcade st get ur games settings reply post save activ press key arcade termsapply,21
ham,therell minor shindig place later tonight interested,7
ham,jason says cool pick place like hour,7
spam,mobile mths update latest cameravideo phones free keep ur number get extra free minstexts text yes call,17
ham,career tel added u contact indyarockscom send free sms remove phonebook sms ltgt,13
ham,ive reached already,3
ham,dont know ask brother nothing problem thing told,8
ham,keng rocking ashes,3
ham,wat time r going xins hostel,6
ham,good morning dear shijutta great amp successful day,8
spam,buy space invaders chance win orig arcade game console press games arcade std wap charge see ocoukgames terms settings purchase,20
ham,oh kafter placement ah,4
ham,possession especially first offense,4
ham,nt driving even many reasons called bbdthts chikku hw abt dvg coldheard tht vinobanagar violence hw conditionand hw ru problem,20
ham,bought test yesterday something lets know exact day u ovulatewhen get u wks pls pls dont fret know u r worried pls relax also anything ur past history u need tell,31
ham,pizza u want,3
ham,keep seeing weird shit bein woah realising actually reasonable im oh,11
ham,many happy returns day wish happy birthday,7
ham,ya nice ready thursday,4
ham,hospital da return home evening,5
ham,thinking u x,3
spam,camera awarded sipix digital camera call fromm landline delivery within days,11
ham,orh tot u say still dun believe,7
ham,put sign choose number pin show right,7
ham,beauty life next second hides thousands secrets wish every second wonderful ur life gud n,15
ham,thanx u darlinim cool thanx bday drinks nite morrow take care c u soonxxx,14
ham,youre still maybe leave credit card get gas get back like told,12
spam,weekly coolmob tones ready download weeks new tones include crazy frogaxel f akonlonely black eyeddont p info n,18
ham,well boy glad g wasted night applebees nothing,8
spam,cashbincouk get lots cash weekend wwwcashbincouk dear welcome weekend got biggest best ever cash give away,16
ham,ok lor u wan go look u,7
ham,u wan haf lunch im da canteen,7
ham,dont make life stressfull always find time laugh may add years life surely adds life ur years gud niswt dreams,20
ham,hey looks like wrong one kappa guys numbers still phone want text see hes around,15
spam,urgent mobile number awarded prize guaranteed call land line claim valid hrs ppm,13
spam,thanks continued support question week enter u draw cash name new us president txt ans,15
ham,im home doc gave pain meds says everything fine,9
ham,ard rest ard leastwhich price bedrm,6
ham,lovely night xxx,3
ham,prepare pleasured,2
ham,hitechnical supportproviding assistance us customer call email,7
ham,text way cup stop work bus,6
ham,whens radio show,3
spam,unique user id removal send stop customer services,8
ham,im sure still available though,5
ham,watever relation u built dis world thing remains atlast iz lonlines lotz n lot memories feeling,16
ham,cheers lou yeah goodnite shame u neva came c ya gailxx,11
ham,hii got money da,4
ham,hi mobile ltgt added contact list wwwfullonsmscom great place send free sms people visit fullonsmscom,15
ham,ok u tell wat time u coming later lor,9
ham,u repeat e instructions wats e road name ur house,10
ham,many people seems special first sight remain special till last sight maintain till life ends shjas,16
ham,quite lor dun tell wait get complacent,7
ham,sorry completely forgot pop em round week still,8
ham,u r beautiful girl ive ever seen u r baby come c common room,14
ham,cant see join denis mina denis want alone time,9
ham,sen told going join uncle finance cbe,7
ham,yup hey one day fri ask miwa jiayin take leave go karaoke,12
ham,call senthil hsbc,3
ham,especially since talk boston personal statement lol woulda changed realized said nyc says boston,14
ham,indeed way either,3
spam,urgent call landline complimentary ibiza holiday cash await collection sae tcs po box sk wp ppm,16
ham,holy living christ taking long,5
ham,thk wat eat tonight,4
ham,thanx yup coming back sun finish dinner going back hotel time flies tog exactly mth today hope well haf many mths come,22
ham,opposite side dropped,3
ham,yup izzit still raining heavily cos im e mrt cant c outside,12
ham,send resume,2
ham,gd luck ur exams,4
ham,u ask next sat make im ok lor,8
ham,sorry uncle ill keep touch,5
ham,saw guys dolls last night patrick swayze great,8
spam,urgent nd attempt contact u prize yesterday still awaiting collection claim call,12
